Country name,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,year,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Unkown,Regional indicator_Western Europe
Comoros,3.812,-1.2260393854034177,-0.7871019903700237,-1.2015598642204344,-1.5576047827690684,0.03701483719393067,-0.0027943363877858634,5,0,0,0,0,0,0,0,0,1,0,0
Comoros,3.838,-1.2121605581873125,-0.7785907672007145,-1.1585939415975115,-1.7647186427584267,-0.4614720677958273,-0.05092527980297585,6,0,0,0,0,0,0,0,0,1,0,0
Comoros,3.956,-1.206088571280266,-0.8041244367086421,-1.1156280189745884,-1.5218954965640068,-0.748102038164938,-0.4841037705396851,7,0,0,0,0,0,0,0,0,1,0,0
Comoros,3.973,-1.1713915032400029,-1.6382243073009422,-0.865888593728849,-1.3362072082976855,0.5417328284960605,0.28064344150166626,13,0,0,0,0,0,0,0,0,1,0,0
Comoros,4.609,-1.167054369734971,-1.544600852438541,-0.8256080412698591,-1.4933280675999574,0.4856530516847128,0.10951119824765743,14,0,0,0,0,0,0,0,0,1,0,0
Comoros,4.289,-1.168789223136983,-1.5956681914543962,-0.8458825860075513,-1.4219094951898337,0.5168084832465727,0.21112096767972519,16,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),3.82,-1.1245504613856474,-2.1999650364753482,-1.53723113471202,-1.5790303544921056,-0.6047870529803827,0.2116557559398933,3,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),4.51,-1.0395426446870037,-1.5020447365919951,-1.2176720852040313,-0.014963618710401451,-0.6733290024164744,0.48921086296748895,6,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),3.919,-1.0291335242749244,-1.629713084131633,-1.1666500520893097,0.18500838403794448,-0.6920222613535904,0.31273073711179294,7,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),3.955,-1.021326683965865,-1.1360621403116997,-1.1156280189745884,-0.15065890628963619,-0.4801653267329432,0.05603237223077967,8,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),4.056,-0.985762189224595,-1.0849948012958446,-1.064605985859868,-0.6077377697144261,-0.6795600887288463,0.35551379792529514,9,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),4.691,-0.984894762523589,-1.4594886207454492,-1.0135839527451467,0.734931391595895,-0.6421735708546145,0.5319939237809912,10,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),4.119,-1.0308683776769383,-1.6892916463167973,-0.933022847827166,0.2778525281711051,-0.4427788088587113,0.2592519110949152,11,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),4.884,-1.0690351525212265,-1.3488427195444295,-0.8524617429091863,0.22071767024300626,-0.8104129012886578,0.11485908084934521,12,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),5.49,-1.0777094195312937,-1.6382243073009422,-0.7719006379912056,-0.34348905179696976,-0.5674005351061508,-0.01883798419284919,13,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),5.213,-1.1080693540665225,-1.6041794146237054,-0.6913395330732248,-0.4363331959301296,-0.28077056473704,-0.0027943363877858634,14,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),5.342,-1.0941905268504173,-1.5105559597613043,-0.7288004468600863,-0.3720564807610192,-0.41785446360922346,0.01859719401896524,16,0,0,0,0,0,0,0,0,1,0,0
Congo (Kinshasa),3.984,-2.2990462145485533,-0.6849673123383133,-1.9212390681543936,-1.3647746372617349,-0.13122449324011262,0.44107991955229897,4,0,0,0,0,0,0,0,0,0,1,0
Congo (Kinshasa),4.517,-2.2391937721790995,-0.5913438574759122,-1.7869705599577594,-0.8291353441858091,-0.14991775217722858,0.6122121628063077,6,0,0,0,0,0,0,0,0,0,1,0
Congo (Kinshasa),4.639,-2.208833837643869,-0.3700520550738732,-1.7278924163512408,-1.3576327800207226,-0.21222861530094833,0.35016591532360736,7,0,0,0,0,0,0,0,0,0,1,0
Congo (Kinshasa),4.497,-2.1671973559955537,0.14062133508467756,-1.668814272744722,-1.907555787578674,0.0806324413805345,0.917041471102511,8,0,0,0,0,0,0,0,0,0,1,0
Congo (Kinshasa),4.414,-2.117754034038178,0.072531549730204,-1.6097361291382033,-1.3647746372617349,0.061939182443418575,0.3876010935354212,9,0,0,0,0,0,0,0,0,0,1,0
Congo (Kinshasa),3.903,-2.0882615262039548,-0.39558572458180075,-1.5506579855316835,-1.2362212069235134,-0.29323273736178396,0.6656909888231856,10,0,0,0,0,0,0,0,0,0,1,0
Congo (Kinshasa),4.522,-2.0960683665130144,0.4300029228411901,-1.49695058225303,-0.7862842007397349,-0.1436866658648566,0.7138219322383755,11,0,0,0,0,0,0,0,0,0,1,0
